Scheme Name,Description,Eligibility
India Skills Kerala 2020,"A state-level skills competition organized by the Kerala Academy for Skills Excellence (KASE), offering participants a chance to compete nationally and internationally in WorldSkills competitions. The event promotes excellence in vocational skills across 42 different trades.","Open to individuals from Kerala.  
Competition conducted at district, zonal, and state levels.  
Winners advance to the national and WorldSkills competitions."
Kerala She Pad Scheme Phase II,"A menstrual hygiene initiative by the Kerala State Women Development Corporation (KSWDC), providing free sanitary napkins, incinerators, and storage boxes to government and government-aided schoolgirls.","Girl students in government and aided schools.  
Schools must participate in awareness sessions.  
The scheme covers 560 schools in the 2019–20 phase."
Kerala Ration Card Scheme,A public distribution system initiative by the Kerala government to provide subsidized food and essential commodities to eligible families. The ration card serves as an identity document for government welfare schemes.,"Must be a permanent resident of Kerala.  
Households not already possessing a ration card.  
Newly married couples can apply.  
Income-based eligibility for APL, BPL, and Antyodaya categories."
Kerala Pravasi Dividend Pension Scheme,"A pension scheme for Non-Resident Keralites (NRKs), allowing them to receive a monthly pension by making a one-time contribution of ₹5 lakh. The funds are managed by the Kerala Infrastructure Investment Fund Board (KIIFB) for state development projects.","Must be a Non-Resident Keralite (NRK).  
One-time payment of ₹5 lakh.  
No age limit specified."
Swadesh Darshan Scheme – Kerala,"A central government initiative supporting Kerala’s tourism development, particularly spiritual tourism circuits. It covers infrastructure improvements at 133 religious sites across 14 districts.","Religious and cultural sites across Kerala.  
Funds are granted for improving tourism facilities such as mandapams, community halls, and landscaping."
Kerala Gau Samridhi Plus Scheme,"A government-subsidized insurance scheme for dairy farmers, offering coverage at reduced premium rates. It provides insurance for accidental cattle deaths and financial security for farmers.","Open to all dairy farmers in Kerala.  
General category farmers receive a 50% subsidy on premiums.  
SC/ST farmers receive a 70% subsidy."
MP Yuva Swabhiman Yojana 2.0,"Launched by the Madhya Pradesh government, this scheme provides financial support to unemployed youths by offering a stipend of ₹5,000 per month along with guaranteed temporary employment for 365 days. The initiative aims to sustain unemployed individuals until they secure a stable job while also boosting the state’s economy.","Applicants must be unemployed youths residing in Madhya Pradesh.  
They must register online through the official portal (yuvaswabhimaan.mp.gov.in).  
Beneficiaries should comply with the state government's employment guidelines."
MP Your Government At Your Door Scheme 2020,"Launched by the Madhya Pradesh government, this scheme facilitates the home delivery of essential government documents and services for a nominal charge of ₹50. Implemented under the Madhya Pradesh Public Services Delivery Guarantee Act, the initiative aims to reduce bureaucratic delays and enhance public service accessibility.","Applicants must be residents of Madhya Pradesh.  
Services are available through the Public Service Centers without requiring a new portal or app.  
The scheme covers the home delivery of documents such as income certificates, domicile certificates, birth and death certificates, and land records."
MP Dwar Praday Yojana (Aapki Sarkar Aapke Dwaar),"This doorstep delivery scheme, introduced by the Madhya Pradesh government, allows citizens to access essential government services at home for a nominal fee of ₹50. The initiative aims to eliminate bureaucratic delays and improve governance efficiency by ensuring the delivery of key documents within 24 hours.","Residents of Madhya Pradesh can apply.  
Services are accessible via Lok Seva Kendra or the designated online portal.  
The scheme applies to services such as income certificates, domicile certificates, birth certificates, death certificates, and land records."
MP Rent and Own Housing Scheme 2020,"Aimed at promoting affordable home ownership, this scheme allows individuals to rent government housing and eventually gain ownership by paying monthly installments equivalent to rent. This initiative is part of the National Urban Rental Housing Policy and includes a no-eviction guarantee.","Applicants must be residents of Madhya Pradesh.  
They must rent housing units from government bodies.  
Full property payment must be completed within a specified duration."
MP Mukhyamantri Karamchari Swasthya Bima Yojana,This health insurance scheme provides medical coverage of up to ₹5 lakh per year for general treatment and ₹10 lakh for serious ailments to government employees and their families. The initiative aims to ensure better healthcare access for state employees.,"Regular government employees, contractual employees, teachers, retired employees, and civil servants in Madhya Pradesh are eligible.  
Employees working in autonomous institutions of the state can also opt-in.  
Coverage extends to family members of eligible employees."
MP Steam Curriculum 2020,"Madhya Pradesh became the first Indian state to introduce the STEAM curriculum (Science, Technology, Engineering, Arts, and Mathematics) in government schools. This initiative aims to enhance interdisciplinary learning and develop students' analytical and problem-solving skills.","All government schools in Madhya Pradesh are mandated to adopt this curriculum.  
Teachers will undergo training sessions to implement the new curriculum.  
The program will be introduced in phases across districts."
My MP Rojgar Portal,"The My MP Rojgar Portal provides employment opportunities for job seekers by facilitating job matching based on skills, qualifications, and preferences. The platform also enables employers to hire qualified candidates efficiently.","Open to all residents of Madhya Pradesh with a certificate, diploma, or degree.  
Job seekers must register on the official portal (mprojgar.gov.in).  
Employers can also register to post job vacancies and hire candidates."
MP Sanjeevani Clinics,"The Madhya Pradesh government launched Sanjeevani Clinics to provide free healthcare services and medicines to urban and rural poor. These clinics offer primary healthcare, vaccinations, and treatment for communicable diseases, ensuring accessible medical facilities across the state.","Available to all residents of Madhya Pradesh, particularly the underprivileged.  
Free treatment and medicines are provided at designated clinics.  
Clinics operate in 208 locations across the state."
MP Jai Kisan Rin Mukti Yojana (Farm Loan Waiver Scheme) – Phase 2,This scheme provides loan waivers of up to ₹2 lakh for farmers in Madhya Pradesh who have taken agricultural loans from nationalized and cooperative banks. The initiative aims to relieve farmers from financial burdens and encourage sustainable farming.,"Farmers in Madhya Pradesh with outstanding agricultural loans.  
Loans must be taken from nationalized or cooperative banks.  
The waiver applies to loans up to ₹2 lakh."
MP Mukhyamantri Teerth Darshan Yojana,"This scheme offers free pilgrimage trips for senior citizens of Madhya Pradesh to various religious sites across India, including Kartarpur Sahib in Pakistan. The initiative aims to support elderly citizens who wish to undertake religious journeys but lack financial resources.","Applicants must be residents of Madhya Pradesh.  
Must be a senior citizen (60+ years, with a relaxation to 58+ for women).  
Must not be an income tax payer.  
Disabled individuals with 60% disability are eligible without an age limit."
Shiv Bhojan Yojana,"Launched by the Maharashtra government, this scheme provides subsidized meals to the poor at a nominal price of ₹10. The initiative aims to ensure food security for marginalized communities, with Shiv Thali meal centers operating across the state. The meal includes chapatis, a vegetable dish, rice, dal/curry, and sweets, with the menu changing daily.","Available to all poor and needy individuals in Maharashtra.  
No discrimination based on caste, religion, or color.  
Meals are distributed through government-designated centers."
Maharashtra Labour Smart Card Scheme,"The Maharashtra government introduced the Labour Smart Card initiative to ensure safety, security, and welfare for construction and building workers. The scheme provides workers with a smart card containing their biometric and employment details, allowing them access to various government social security schemes.","Construction and building workers working in Maharashtra.  
Must possess a 90-day work certificate from a labor office or developer.  
Required to register with the Maharashtra Labour Welfare Board.  
Must pay a nominal fee of ₹25 and a monthly deposit of ₹1 for five years."
Mahatma Jyotiba Phule Shetkari Karj Mafi Yojana,"This farm loan waiver scheme, introduced by the Maharashtra government, aims to provide debt relief to farmers. The scheme waives outstanding crop loans of up to ₹2 lakh for eligible farmers, covering loans taken before September 30, 2019. It is part of the government's efforts to support the agricultural sector and alleviate farmer distress.","Farmers in Maharashtra with outstanding crop loans as of September 30, 2019.  
Loan waiver applicable up to ₹2 lakh.  
Government employees and elected representatives are not eligible."
CIDCO Vastuvihar Celebration & Unnati Housing Scheme,"Implemented by the City & Industrial Development Corporation (CIDCO) of Maharashtra, this scheme provides affordable housing through a lottery system. The program offers flats in the Navi Mumbai region under various categories, including Economically Weaker Sections (EWS) and Low-Income Groups (LIG).","Applicants must belong to the specified income groups (EWS/LIG).  
Must be a resident of Maharashtra.  
Required to complete online registration and application through CIDCO's portal."
Mahaswayam Employment Registration,"A government initiative to streamline job opportunities for unemployed individuals in Maharashtra. The Mahaswayam portal integrates employment services, skill development, and self-employment opportunities, allowing job seekers to register, create profiles, and apply for jobs.","Open to all unemployed residents of Maharashtra.  
Must register online on the Mahaswayam portal.  
Different sections cater to youth employment, skill training, and entrepreneurship."
Swadhar Yojana,"A financial assistance scheme for Scheduled Caste (SC) and Nav Bauddha students in Maharashtra. Under this initiative, eligible students receive ₹51,000 per year for lodging, boarding, and educational expenses, helping them pursue higher education without financial constraints.","Must be a permanent resident of Maharashtra.  
Belong to SC or Nav Bauddha category.  
Family income should not exceed ₹2.5 lakh per year.  
Students must be enrolled in Class 11, 12, or higher education courses."
One Family One House Scheme,This policy restricts the allocation of multiple government housing units to a single family. It ensures fair distribution of housing benefits by preventing individuals or their immediate family members from acquiring more than one government-allotted house in Maharashtra.,"Applicants must not own any other government-allotted house in Maharashtra.  
Applies to the individual and their immediate family (spouse, children).  
Exceptions may apply to rehabilitation schemes."
Chief Minister’s Employment Generation Programme (CMEGP),"A government initiative to promote entrepreneurship and generate employment in the MSME sector. The scheme provides financial assistance and viability gap funding for new business ventures, aiming to create 10 lakh jobs over five years.","Open to individuals, institutions, co-operative societies, self-help groups, and trusts.  
Beneficiary contribution is low to encourage more applicants.  
Financial assistance covers up to ₹50 lakh for manufacturing and ₹10 lakh for service-sector projects."
LPG Gas Subsidy Scheme,The Maharashtra government introduced this scheme to provide subsidized LPG connections to low-income households. The initiative aims to reduce dependence on traditional cooking fuels like wood and promote a smoke-free environment.,"Families without an existing LPG connection.  
Preference given to Below Poverty Line (BPL) households.  
The gas connection is issued in the name of a female family member."
Hinduhridaysamrat Balasaheb Thackeray Anna-rath (Shiv Thali Scheme),"Launched by the Maharashtra government, this mobile meal canteen scheme provides subsidized meals at ₹10 to poor and marginalized people. The scheme, named after Balasaheb Thackeray, aims to ensure food security for the needy. It follows the model of Tamil Nadu’s Amma Canteen and similar initiatives in Andhra Pradesh and Karnataka.","Available to all needy individuals in Maharashtra.  
Meals are served through designated mobile food vans.  
No restrictions based on caste, religion, or economic status."
Manipur School Fagadaba Scheme,"Launched by the Manipur government, this scheme aims to improve government schools by enhancing infrastructure and ensuring quality education. It includes the installation of biometric attendance machines for teachers and aims to develop selected schools into model institutions with basic facilities like proper school furniture, outdoor gyms, and separate toilets for boys and girls. The initiative is part of the broader School Fagathansi mission.","Government schools in Manipur.  
Teachers must remain posted at designated schools for at least three years.  
Schools selected under the mission will be developed as model institutions across the 60 Assembly Constituencies in the state."
Pradhan Mantri Awas Yojana – Gramin (PMAY-G),"PMAY-G is a centrally sponsored rural housing scheme aimed at providing affordable housing to the rural poor. Under this scheme, the government provides financial assistance for the construction of pucca houses with basic amenities. The scheme also integrates support from the Swachh Bharat Mission for toilets and MGNREGA for additional financial aid.","Beneficiaries are selected based on SECC-2011 data and validated through the gram sabha.  
Financial assistance of ₹1.3 lakh is provided for house construction.  
Additional support of ₹12,000 is given under the Swachh Bharat Mission for toilet construction.  
₹18,000 is provided under MGNREGA for wage support."
Manipur CM Scholarship Scheme,"Introduced by the Manipur government, this scheme provides financial assistance to civil service aspirants from economically weaker backgrounds. The scholarship covers coaching fees for students attending ALS-IAS coaching centers through a partnership with the Delhi-based Alternative Learning System (ALS-IAS). The initiative aims to support meritorious candidates in preparing for civil services examinations.","At least 150 aspirants will receive a 100% scholarship.  
An additional 300 aspirants will receive partial scholarships based on merit (ranging from 40% to 75%).  
Selection is based on a test conducted by ALS-IAS in collaboration with the State Higher Education Department.  
Coaching is provided at ALS-IAS centers in seven district headquarters of Manipur."
Manipur Chief Minister-gi Hakshelgi Tengbang (CMHT),"This health assurance scheme provides cashless treatment to poor and disabled individuals at government and empanelled private hospitals. The scheme covers treatment for seven critical diseases, including cancer, kidney ailments, and cardiovascular diseases. It aims to make healthcare more accessible for the economically weaker sections of society.","Beneficiaries must be listed in the SECC-2011 data.  
Provides health coverage up to ₹2 lakh per family.  
Enrollment is facilitated through ASHA workers at designated booths in health centers."
Chief Ministergi Shotharabasingi Tengbang (CMST),"A welfare scheme for Persons with Disabilities (PwDs), CMST aims to improve their standard of living and ensure social inclusion. It provides financial support through five sub-schemes, including caregiver allowances, scholarships, free transport services, maintenance grants, and soft loans for self-employment.","PwDs with more than 80% disability receive ₹1,500 per month.  
Scholarships for PwD students ranging from ₹3,000 to ₹8,000 per year.  
Free travel cards for PwDs using Manipur State Transport (MST).  
Maintenance grant of ₹1,000 per month for homeless senior citizens above 60 years.  
Soft loans for PwDs aged 19-59 to promote self-employment."
Startup Manipur,"This initiative aims to foster entrepreneurship in Manipur by providing financial and mentoring support to startups. The scheme offers funding to student startups, women entrepreneurs, idea-stage startups, and revenue-stage startups. It also includes incentives for product development, prototype creation, and market expansion.","Student Startups: Open to students in undergraduate and postgraduate courses, with up to ₹5 lakh in funding.  
Women Startups: Women entrepreneurs can receive up to ₹10 lakh in funding.  
Idea-Stage Startups: Entrepreneurs with innovative ideas can get up to ₹20 lakh in funding.  
Revenue-Stage Startups: Established startups generating revenue can receive funding between ₹20 lakh and ₹3 crore."
Pradhan Mantri Sahaj Bijli Har Ghar Yojana (SAUBHAGYA) – Manipur,"Aimed at universal electrification, this scheme provides free electricity connections to households in rural and urban areas of Manipur. The scheme ensures last-mile connectivity and access to reliable power supply. It also includes financial assistance for infrastructure such as transformers and meters.","Households identified under SECC-2011 data.  
Applicable to both rural (1.62 lakh households) and urban (0.13 lakh households) areas.  
Implementation overseen by the Rural Electrification Corporation Limited (REC)."
Manipur Voter List & Electoral Roll 2020,"The Chief Electoral Officer (CEO) of Manipur has released the updated voter list for 2020. This initiative allows citizens to check their names in the electoral roll, download their voter ID, and verify polling station details. The process is accessible online, making it easier for residents to confirm their voting eligibility before elections.","Must be a citizen of India and a resident of Manipur.  
Must be 18 years or older as of the qualifying date.  
Individuals whose names are not in the list can apply for voter registration through the official website (https://ceomanipur.nic.in/).  
Verification requires submission of personal details such as district and assembly constituency information."
Manipur School Fagat-Hansi Mission,"Launched by the Manipur government under the “Go to Village” initiative, this mission aims to improve government schools by enhancing infrastructure and manpower. The goal is to develop state-run schools across 60 assembly constituencies into model schools, providing quality education from pre-nursery to class 10.","Applicable to all government schools in Manipur.  
Teachers posted in selected model schools must serve for at least three years.  
Managed by redefined school committees led by local MLAs."
Manipur Sangai Festival,"The Manipur Sangai Festival is an annual cultural event organized by the Manipur government to promote the state's rich heritage, tourism, and economic opportunities. Named after the state animal, Sangai (the brow-antlered deer), the festival showcases Manipur’s traditions, including indigenous arts, crafts, handlooms, handicrafts, sports, music, and cuisine.","Open to all individuals, businesses, and organizations interested in setting up stalls at the festival.  
Online registration is required through the official website (sangaistall.in).  
Participants must provide stall details, applicant information, and comply with festival guidelines."
Meghalaya Employees State Insurance (ESI) Scheme,"The Meghalaya government has launched an official portal for the Employees State Insurance (ESI) Scheme, providing social security and medical care services to labourers and marginalized workers. The scheme ensures access to cash and medical benefits, enhancing financial security and healthcare accessibility. The initiative aims to spread awareness and simplify access to benefits through an online portal.","Available to employees and labourers covered under the Employees State Insurance Scheme (ESIS) in Meghalaya.  
Must be registered with the Employees State Insurance Corporation (ESIC).  
Medical benefits extend to insured persons, their families, retired, and permanently disabled individuals, subject to a nominal annual premium."
Megha Health Insurance Scheme (MHIS IV),"Megha Health Insurance Scheme (MHIS), launched by the Meghalaya government, is a universal health insurance initiative that provides financial assistance for hospitalization. In its fourth phase, it now offers enhanced coverage of ₹5 lakh per family per year for secondary and tertiary care treatments. This phase is implemented in convergence with the central Pradhan Mantri Rashtriya Swasthya Suraksha Mission (PMRSSM) and covers all residents except government employees.","Open to all residents of Meghalaya except state and central government employees.  
Requires a nominal enrollment fee for participation.  
Provides cashless treatment at empaneled hospitals within and outside the state."
CM Housing Assistance Programme,"The CM Housing Assistance Programme, formerly known as the Meghalaya Affordable Housing Scheme, aims to provide affordable housing support to economically weaker sections in both rural and urban areas. Under this scheme, beneficiaries receive financial assistance of ₹75,000 along with high-quality roofing materials to aid in house construction.","Available to economically weaker sections of society in Meghalaya.  
Applicants must be selected by a district and block-level selection committee.  
Beneficiaries should use the funds and materials for housing construction."
Meghalaya CEO Voter List 2020,"The Meghalaya government has released the CEO Voter List 2020, allowing citizens to check their voter details online. The updated electoral roll enables people to verify their voter registration status using their name, EPIC number, or district-wise list. The initiative ensures transparency and ease of access for voters, helping them download their voter ID cards before elections.","Any resident of Meghalaya who is eligible to vote.  
Must have registered with the Election Commission of India.  
Voter ID can be checked and downloaded through the official CEO Meghalaya portal."
Megha Health Insurance Scheme (MHIS III),"The Meghalaya government launched the Megha Health Insurance Scheme (MHIS) to provide universal health insurance coverage. Under the third phase, the insurance coverage was increased to ₹2,80,000 for up to five family members on a floater basis. The scheme offers cashless treatment at government and empaneled private hospitals and covers pre-existing diseases. Senior citizens under BPL and NREGA categories receive an additional ₹30,000 insurance cover.","Open to all residents of Meghalaya except government employees.  
Requires a nominal enrollment fee of ₹50 per annum.  
Benefits can only be availed at MHIS-empaneled hospitals."
Meghalaya Employees State Insurance (ESI) Scheme,"The Meghalaya Employees State Insurance (ESI) Scheme provides social security and medical care to laborers and weaker sections. The scheme covers both cash and medical benefits, including sickness, maternity, dependent, disablement, and funeral benefits.","Employees registered under the Employees State Insurance Corporation (ESIC) in Meghalaya.  
Medical benefits extend to insured persons, their families, retired, and permanently disabled individuals.  
A nominal annual premium of ₹120 is required for continued medical care."
Mizoram Parking House Support Scheme (PAHOSS),"Launched by the Mizoram government, PAHOSS aims to address the increasing traffic congestion in Aizawl by providing financial assistance for constructing parking lots. The scheme supports private entities, recognized NGOs, and local councils in building new parking spaces to accommodate more vehicles, thereby reducing traffic jams. The initiative seeks to improve urban mobility and ease congestion through public-private participation.","Private individuals, recognized NGOs, and local councils in Mizoram.  
Must construct parking lots with a minimum capacity for 5 light motor vehicles (LMVs).  
Financial assistance of ₹1 lakh is provided per LMV or for every six two-wheelers, disbursed in three installments.  
Parking fee collection is regulated by the Aizawl Municipal Corporation (AMC).  
Approval and sanctioning of assistance is overseen by an executive committee headed by the state chief secretary."
Mizoram Voter ID and Electoral Roll Program,"The Chief Electoral Officer (CEO) of Mizoram has launched an initiative to facilitate voter registration and the digitalization of electoral rolls. Through this scheme, citizens can check their names in the Mizoram Voter List, download voter ID cards, and apply for voter registration online. The initiative aims to streamline electoral processes and ensure voter accessibility.","Must be a resident of Mizoram.  
Must be 18 years or older as per the qualifying date for elections.  
Name should be included in the electoral roll.  
Required to provide valid identification proof for registration."
Pradhan Mantri Awas Yojana (PMAY),"A central government initiative, PMAY provides financial assistance to eligible beneficiaries to purchase or construct affordable housing in urban and rural areas. The scheme focuses on improving housing accessibility through interest subsidies on home loans under the Credit Linked Subsidy Scheme (CLSS).","Applicants must not own a pucca house anywhere in India.  
Households with an annual income up to ₹18 lakh (divided into EWS, LIG, MIG-I, and MIG-II categories) are eligible.  
Aadhar verification is mandatory.  
Women, Scheduled Castes (SC), Scheduled Tribes (ST), and economically weaker sections get priority."
Pradhan Mantri Awas Yojana – Gramin (PMAY-G),"PMAY-G is the rural component of PMAY, launched to provide affordable housing for economically weaker sections in rural India. The scheme aims to develop 3 crore homes by 2022, offering financial aid to construct pucca houses with basic amenities.","Must be a rural household under the Socio-Economic Caste Census (SECC) 2011.  
Households must not own a pucca house.  
Priority given to SC/ST, BPL, and other vulnerable groups.  
Financial assistance of ₹1.2 lakh (plain areas) or ₹1.3 lakh (hilly/IAP areas) is provided.  
Additional ₹12,000 for toilets under Swachh Bharat Mission and daily wages under MGNREGA."
Nirman Kusuma Scheme,"Launched by the Odisha government, this scheme provides financial assistance to the children of construction laborers for pursuing technical education. The initiative supports education in government Industrial Training Institutes (ITIs) and diploma programs. The scheme aims to uplift construction workers' families by funding their children's education.","Children of registered construction workers in Odisha.  
Must be enrolled in government ITIs, polytechnics, or diploma programs.  
Financial aid is ₹23,600 for ITI students and ₹26,300 for diploma students."
Mukhyamantri Medhabruti Puraskar Yojana,"A merit-based scholarship program providing cash rewards to students who excel in the 10th-grade board exams. A total of 40,000 students will receive ₹5,000 each.","Students who perform well in the 10th board exams.  
Selection criteria include top performers from blocks, municipalities, and NACs."
Doubling of Farmers Income Scheme,"The Odisha government launched this scheme under the 5T framework to double farmers' income through the convergence of agriculture and allied sectors. The initiative will be implemented in three phases, initially covering ten districts and later expanding statewide.","Farmers from designated Agro-Climatic Zones (ACZs).  
Must participate in existing government schemes like Matsya Pokhari Yojana, National Horticulture Mission, and others.  
Farmers can access credit linkages and subsidies through Kisan Credit Cards."
Mission Suvidya,"Aimed at improving the quality of facilities in tribal hostels, Mission Suvidya ensures safe infrastructure, functional toilets, clean drinking water, and hygienic food. The program is implemented with support from the Quality Council of India and the Akshara Foundation.","Tribal students residing in hostels managed by the SC/ST Department.  
Hostels must adhere to quality standards to obtain ISO certification."
District Palliative Care Programme,"This scheme provides palliative care services at district-level hospitals in Odisha, including Capital Hospital and RGH Rourkela. It aims to improve the quality of life for patients with life-threatening diseases through both in-patient and out-patient care.","Patients suffering from chronic illnesses such as cancer, kidney disease, and stroke.  
Services available at all District Headquarters Hospitals (DHHs).  
Free consultation, physiotherapy, and medication provided to eligible patients."
Gaja Bandhu Scheme,"Designed to prevent elephant deaths in Odisha, this scheme involves appointing local volunteers (Gajabandhus) to monitor elephant movements and reduce human-wildlife conflicts. Volunteers receive remuneration for reporting elephant activity.","Residents of villages near elephant corridors.  
Must report elephant movement to the Forest Department.  
Volunteers can earn incentives based on the accuracy of their reports."
Small Savings Incentive Scheme,"Launched to encourage small savings, this scheme provides a lucky draw incentive for individuals who deposit a minimum amount in small savings schemes. The grand prize is ₹5 lakh, with a total prize pool of ₹74 lakh.","Must deposit at least ₹2,000 in a small savings scheme.  
Deposits must be made in a post office or bank in Odisha.  
Participants receive a web-based coupon for the lucky draw."
KALIA (Krushak Assistance for Livelihood and Income Augmentation) Yojana,KALIA Yojana provides financial aid to small and marginal farmers to support their agricultural activities. The scheme also offers livelihood assistance to landless agricultural laborers.,"Small and marginal farmers with valid land records.  
Landless agricultural laborers eligible for livelihood assistance.  
Funds are transferred directly to beneficiaries' bank accounts."
Mo College Campaign,This initiative aims to foster alumni engagement in the development of colleges across Odisha. The government will reward the best-performing colleges in each block with a ₹1 lakh prize.,"Open to all government colleges in Odisha.  
Active participation of alumni in college development is required.  
Colleges must demonstrate measurable improvement in facilities and academics."
Biju Swasthya Kalyan Yojana (BSKY),A universal health insurance scheme providing cashless treatment in government and private empaneled hospitals. Women beneficiaries receive additional financial coverage.,"All citizens of Odisha, irrespective of income category.  
Women beneficiaries eligible for coverage up to ₹10 lakh.  
Covers pre-existing conditions and includes free services at government hospitals."
Punjab Smart Ration Card Scheme 2020,"Launched on September 12, 2020, by the Punjab government, this scheme replaces the Atta-Dal scheme with smart ration cards for 1.41 crore beneficiaries. These cards facilitate seamless food grain withdrawal through e-PoS machines at Fair Price Shops, ensuring intra-state portability and biometric authentication for enhanced transparency.","Must be a resident of Punjab.
Households eligible under NFSA (National Food Security Act).
Additional 9 lakh state-funded beneficiaries not covered under NFSA."
Punjab Farm Loan Waiver Scheme (Karza Mafi) - Phase 3 (2018),"A debt relief scheme for small and marginal farmers in Punjab, providing loan waivers on cooperative and commercial bank loans. The initiative aims to reduce financial distress among farmers.","Farmers with landholdings between 2.5 to 5 acres.
Must have taken a loan from cooperative or commercial banks."
Punjab Apni Gaddi Apna Rozgar Scheme 2020,This scheme aims to provide self-employment opportunities by offering subsidies on the purchase of three-wheeler and four-wheeler vehicles. The initiative supports jobless youth in Punjab by enabling vehicle financing through the Punjab State Cooperative Bank.,"Applicant must be between 21 to 45 years old.
Must hold a valid commercial driving license.
Must be a resident of the district where applying.
30% of the total vehicle loans are reserved for Scheduled Caste (SC) applicants."
Punjab Free Smartphone Scheme (Captain Smart Connect Scheme 2020),"Introduced to provide digital access to students, this scheme distributes free smartphones with 4G data for a year to class 11th and 12th students from economically weaker backgrounds in Punjab.","Must be a resident of Punjab.
Must be studying in class 11th or 12th in a government school.
Household income must be less than INR 6 lakh per annum.
Must not already own a smartphone."
Mahatma Gandhi Sarbat Sehat Bima Yojana (MGSSBY) 2019,"A health insurance scheme providing cashless medical treatment up to ₹5 lakh per annum for eligible families across Punjab. It merges the state’s Sarbat Sehat Bima Yojana with Ayushman Bharat (PMJAY), covering a broader section of the population.","46 lakh families (76% of Punjab’s population) covered.
Beneficiaries include PMJAY-listed families and additional 31 lakh families funded by Punjab government.
Coverage includes pre-hospitalization (3 days) and post-hospitalization (15 days)."
Sarbat Sehat Bima Yojana (SSBY) 2019,A universal health insurance scheme offering cashless treatment of up to ₹5 lakh per family annually across government and empanelled private hospitals in Punjab. The scheme aims to provide healthcare access without financial burden.,"43.18 lakh families covered under the scheme.
Includes PMJAY beneficiaries, blue card holders, registered farmers, construction workers, and other poor families.
No restriction on family size."
Mera Kam Mera Abhiman Scheme 2019,"An employment generation initiative under the ""Ghar Ghar Rozgar and Karobar"" mission, aimed at ensuring job opportunities for urban youth. The scheme focuses on placing candidates in government, private, and self-employment sectors.","Unemployed urban youth of Punjab.
Selection based on job fairs and placement drives organized under the scheme."
Smart Village Campaign (SVC) 2019,"A rural infrastructure improvement initiative with a budget of ₹384 crore, focusing on health, education, sanitation, and environmental improvements. The campaign integrates various governmental schemes to uplift village living standards.","Applicable to all villages in Punjab.
Projects approved based on proposals from local development officers."
1 Lakh Plots for Homeless Dalit Families Scheme (2019),"A scheme launched to provide residential plots of 1,300 sq. ft. to homeless Dalit families in Punjab. Plots are allocated in two phases, with priority given to villages with available panchayat land.","Must belong to a homeless Scheduled Caste (SC) family in Punjab.
Selection based on availability of panchayat land."
Ghar Ghar Rozgar Yojana 2020,An employment and skill training initiative aimed at connecting unemployed candidates with job opportunities through the Ghar Ghar Rozgar Portal. The scheme facilitates placements in both government and private sectors.,"Must be a resident of Punjab.
Open to all job seekers registering on the official portal."
Rajasthan Priyadarshini & Mohan Lal Sukhadia Housing Schemes,"Launched by the Jaipur Development Authority (JDA), these affordable housing schemes aim to provide residential plots to homebuyers in Rajasthan. The Priyadarshini Housing Scheme is located near Muhana Village, while the Mohan Lal Sukhadia Housing Scheme is in Dahmi Khurd Village, both in Jaipur. The initiative seeks to attract buyers by offering plots at competitive rates through an online and offline application process.","Open to all homebuyers interested in purchasing residential plots in Jaipur.  
Must comply with JDA regulations and complete the application process.  
Available through online and offline registration methods."
Rajasthan MSME Ordinance (Raj Udyog Mitra),"This initiative simplifies business setup for new entrepreneurs by removing prior approval requirements and exempting businesses from inspections for three years. The program supports micro, small, and medium enterprises (MSMEs).","Open to new MSMEs in Rajasthan.  
Enterprises must register on the Raj Udyog Mitra portal.  
Must commence commercial operations after March 4, 2019."
Rajasthan Medhavi Chatra Muft Scooty Vitaran Yojana,"This initiative by the Rajasthan government aims to provide free scooters to 6,000 meritorious tribal girls. The scheme, implemented by the Tribal Area Development (TAD) Department, seeks to encourage girls’ education by reducing dropout rates and promoting higher studies.","Only for meritorious tribal girls in Rajasthan.  
Students must meet academic excellence criteria set by the government.  
Must be enrolled in a recognized school and pass board examinations with high marks."
Rajasthan Old Age Pension Scheme,"Implemented by the Social Justice and Empowerment Department (SJED), this scheme provides financial assistance to senior citizens in Rajasthan. Eligible beneficiaries receive a monthly pension to support their livelihood, ensuring economic security in old age.","Must be a domicile of Rajasthan.  
Women aged 55 to 75 receive ₹750 per month; those above 75 receive ₹1,000 per month.  
Men aged 58 to 75 receive ₹750 per month; those above 75 receive ₹1,000 per month.  
The annual family income should not exceed ₹48,000."
Rajasthan Mukhyamantri Yuva Sambal Yojana (Berojgari Bhatta Scheme),"This unemployment allowance scheme provides financial support to jobless youth in Rajasthan. Under the scheme, unemployed graduates receive a monthly stipend to sustain themselves while seeking employment. The initiative also aims to boost employment through skill development programs.","Must be a permanent resident of Rajasthan.  
Age group: 21 to 35 years.  
Must have completed at least 12th grade and hold a graduate/postgraduate degree.  
Annual family income should not exceed ₹3 lakh.  
The applicant must be unemployed and registered with an employment exchange."
Rajasthan Jan Aadhaar Yojana,"This scheme aims to unify service delivery through a single Jan Aadhaar card, replacing the earlier Bhamashah scheme. The initiative ensures the efficient distribution of government welfare benefits, including healthcare, food security, and financial inclusion, in a transparent manner.","Must be a resident of Rajasthan.  
Families must register for a Jan Aadhaar card.  
Applicable for availing government schemes and public welfare programs."
